,FSCNAME,stellar_flag,RA_recom,DEC_recom,FLAG_POSITION,zspec,zspecflag,zphot,z,n91,j2,av1,err1,alb,FLUX_FUV,FLUXERR_FUV,FLUX_NUV,FLUXERR_NUV,umag,umagerr,gmag,gmagerr,rmag,rmagerr,imag,imagerr,zmag,zmagerr,jmag,jmagerr,hmag,hmagerr,kmag,kmagerr,am61,am61err,am_71,am71err,am81,am81err,WISE_S34,WISE_errS34,WISE_S46,WISE_errS46,WISE_S12,WISE_errS12,WISE_S22,WISE_errS22,IRAS_S12,IRAS_NQ1,IRAS_S25,IRAS_NQ2,IRAS_S60,IRAS_NQ3,IRAS_S100,IRAS_NQ4,Planck_S857,Planck_errS857,Planck_S545,Planck_errS545,Planck_S353,Planck_errS353,Planck_S217,Planck_errS217,FINT,EFINT,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f12,f25,nzflag,nirtem,errir3,nex,alp1,alp2,alp3,alp4,alp5,alp6,alcirr,alsb,ala220,alagn,alysb,alosb,alir,als12,als25,als60,als90,als100,als110,als140,als160,als250,als350,als550,als850,als1250,als1380,alm,sfr,almd,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,e_RAs,e_DEs,Sp,e_Sp,MajAxis,MinAxis,PA,Mosaic,angDist,Distance,L_843,L_60um,35GHz,L_35GHz
312,F05314-3625 ,1.0,83.3053436279,-36.3992919922,3.0,0.0044100000523,5.0,0.196741,0.00441,3.0,1.0,0.0,1.85000002384,8.23999977112,2588.7935,39.68756,3903.202,29.228712,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.1759996414,0.203999996185,14.0539999008,0.230000004172,13.5609998703,0.143000006676,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.029999733,0.239999994636,6.99,0.140000000596,36.0200004578,1.0,65.3399963379,1.88999998569,0.189999997616,5.0,0.310000002384,5.0,2.78999996185,5.0,6.92000007629,5.0,2899.626,421.343,1030.299,212.011,347.051,86.158,64.467,57.9620018005,22.0,2.20000004768,0.0,0.0,0.0,0.0,0.0,-2.82999992371,-2.58999991417,-2.58999991417,0.0,0.0,-0.72000002861,-0.5,1.0,3.0,54.5530014038,7.0,0.0,0.0,0.0157999992371,0.984200000763,0.0,0.0,-8.36999988556,-8.10000038147,9.32999992371,9.03999996185,-8.0,-8.77999973297,9.51000022888,-0.790000021458,-0.34999999404,0.449999988079,0.620000004768,0.620000004768,0.610000014305,0.509999990463,0.419999986887,0.019999999553,-0.379999995232,-1.0,-1.65999996662,-2.27999997139,-2.44000005722,8.77000045776,-0.300000011921,5.96999979019,83.30396,-36.39961,05 33 12.95,-36 23 58.60,7.5,5.59999990463,15.3000001907,2.0,113.0,75.9000015259,106.800003052,J0542M36,4.169501,18.8845773627,20.8169059728,9.01181873684,1.48412013899,19.8036835978
359,F05140-6217 ,1.0,78.628555,-62.22868,2.0,0.017009999603,5.0,0.004616,0.01701,3.0,3.0,0.0,0.054999999702,11.0500001907,475.657,27.567865,835.4855,21.179323,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,12.9849996567,0.0839999988675,12.5039997101,0.127000004053,11.7189998627,0.0619999989867,11.1739997864,0.0280000008643,10.513999939,0.0309999994934,10.2559995651,0.0460000000894,18.2399997711,0.370000004768,12.22,0.230000004172,86.3399963379,1.0,164.130004883,2.90000009537,0.109999999404,5.0,0.180000007153,5.0,1.61000001431,5.0,1.37000000477,5.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23000001907,-1.16999995708,-1.26999998093,0.0,0.0,-0.959999978542,-0.740000009537,1.0,5.0,1.95799994469,4.0,0.0,0.0,0.0157999992371,0.0,0.984200000763,0.0,-9.32999992371,-9.05000019073,-8.98999977112,9.97000026703,10.2399997711,-9.73999977112,10.4300003052,-1.0,-0.509999990463,0.209999993443,0.219999998808,0.180000007153,0.140000000596,-0.0299999993294,-0.159999996424,-0.660000026226,-1.12000000477,-1.78999996185,-2.47000002861,-3.09999990463,-3.26999998093,11.4499998093,0.610000014305,6.88000011444,78.62812,-62.22772,05 14 30.75,-62 13 39.80,1.89999997616,2.0,23.7000007629,1.10000002384,53.2999992371,50.2000007629,49.5999984741,J0530M64,3.53219,73.7542708308,22.1903227066,9.95640022735,2.30783751016,21.1787795753
371,F05059-3734 ,1.0,76.92643,-37.51305,2.0,0.00331999990158,5.0,0.004616,0.00332,3.0,3.0,0.0,0.910000026226,11.029999733,3569.0027,33.53922,9035.152,29.403273,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,11.0240001678,0.127000004053,10.234000206,0.177000001073,9.58199977875,0.123999997973,7.64099979401,0.0170000009239,6.98299980164,0.0179999992251,6.65600013733,0.0209999997169,319.600006104,6.84000015259,257.75,4.78999996185,4004.97998047,1.0,0.0,0.0,0.20000000298,1.0,0.230000004172,1.0,99.7799987793,5.0,128.720001221,5.0,25396.266,768.162,6105.444,285.744,1488.196,110.464,355.903,84.7730026245,527.700012207,20.0,0.0,0.0,0.0,0.0,0.0,0.180000007153,0.239999994636,0.170000001788,0.0,0.0,0.0,0.0,1.0,2.0,0.441000014544,5.0,0.300000011921,0.699999988079,0.0,0.0,0.0,0.0,10.4600000381,10.5600004196,-9.34000015259,-10.8299999237,-9.31000041962,-10.0900001526,10.8100004196,0.769999980927,1.23000001907,2.0,2.21000003815,2.24000000954,2.25,2.20000004768,2.1400001049,1.78999996185,1.40999996662,0.800000011921,0.159999996424,-0.449999988079,-0.610000014305,11.4300003052,1.0,7.61000013351,76.92638,-37.51256,05 07 42.33,-37 30 45.20,1.5,1.70000004768,671.700012207,20.2000007629,76.5999984741,66.5999984741,140.899993896,J0506M36,1.769769,14.2015316963,22.2118457237,10.3177138692,65.1338886107,21.198477382
391,F11506-3851 ,1.0,178.298843,-39.130199,2.0,0.0107800001279,5.0,0.018591,0.01078,3.0,3.0,0.0,2.36100006104,10.9899997711,308.92172,17.82098,655.5434,15.107254,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,12.3079996109,0.10000000149,11.3360004425,0.11400000006,10.4940004349,0.054999999702,10.3039999008,0.0149999996647,9.53299999237,0.0130000002682,9.21500015259,0.0209999997169,56.7299995422,1.15999996662,43.17,0.839999973774,395.0,1.0,1541.69995117,25.7700004578,0.540000021458,5.0,2.18000006676,5.0,32.0900001526,5.0,43.0600013733,5.0,4027.596,1237.938,955.713,339.434,170.455,122.058,130.867,73.1780014038,109.400001526,3.90000009537,0.0,0.0,0.0,0.0,0.0,-0.879999995232,-0.77999997139,-0.850000023842,0.0,0.0,-0.270000010729,0.340000003576,1.0,5.0,0.953999996185,5.0,0.10000000149,0.0,0.0,0.0,0.899999976158,0.0,10.529999733,-9.94999980927,-9.88000011444,-11.3500003815,11.1000003815,-10.6300001144,11.1999998093,-0.189999997616,0.509999990463,1.50999999046,1.60000002384,1.59000003338,1.57000005245,1.46000003815,1.37999999523,0.97000002861,0.569999992847,-0.0500000007451,-0.709999978542,-1.32000005245,-1.48000001907,11.3900003433,1.50999999046,7.98999977112,178.29846,-39.13022,11 53 11.63,-39 07 48.80,1.5,1.70000004768,138.600006104,4.40000009537,70.0,54.4000015259,53.4000015259,J1200M40,1.072223,46.4550629919,22.5558293579,10.8544358258,13.4707472169,21.5434577931
398,F22055-3421 ,1.0,332.118103027,-34.1061553955,3.0,0.0146599998698,5.0,0.101539,0.01466,3.0,1.0,0.0,7.75,9.89000034332,196.37466,10.749442,259.31766,9.28195,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.718000412,0.0920000001788,12.7729997635,0.112000003457,12.2290000916,0.0729999989271,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0399999619,0.259999990463,10.32,0.209999993443,38.3199996948,1.0,88.1500015259,2.3900001049,0.097000002861,1.0,0.148000001907,2.0,0.933000028133,3.0,1.87800002098,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.80000019073,0.5,0.0,0.0,0.0,0.0,0.0,-2.25,-2.06999993324,-2.05999994278,0.0,0.0,-1.40999996662,-0.829999983311,1.0,3.0,0.786000013351,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-8.96000003815,-8.68000030518,9.90999984741,9.42000007629,-8.57999992371,-9.36999988556,10.0399999619,-1.42999994755,-0.930000007153,-0.0299999993294,0.15000000596,0.159999996424,0.15000000596,0.0500000007451,-0.0299999993294,-0.430000007153,-0.829999983311,-1.45000004768,-2.1099998951,-2.73000001907,-2.8900001049,10.4499998093,0.280000001192,6.55000019073,332.11667,-34.10669,22 08 28.00,-34 06 24.10,5.40000009537,5.90000009537,11.8000001907,1.70000004768,76.5999984741,62.7999992371,31.0,J2212M36,4.685101,63.4179433175,21.7563063306,9.58830596381,1.14822452336,20.7444511251
399,F01281-3317 ,1.0,22.603269577,-33.0360374451,3.0,0.0163499992341,5.0,0.004616,0.01635,3.0,5.0,0.0,21.4270000458,11.3599996567,435.40826,19.120308,1141.2653,17.246426,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,11.0710000992,0.0309999994934,10.795999527,0.035000000149,10.6599998474,0.0289999991655,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,24.8799991608,0.509999990463,13.82,0.259999990463,36.8600006104,1.0,89.6200027466,2.33999991417,0.165999993682,1.0,0.109999999404,2.0,1.06299996376,3.0,2.72099995613,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.09999990463,0.600000023842,0.0,0.0,0.0,0.0,0.0,-1.19000005722,-1.27999997139,-1.42999994755,0.0,0.0,-1.42999994755,-0.949999988079,1.0,3.0,0.611000001431,4.0,0.300000011921,0.0,0.0,0.699999988079,0.0,0.0,9.89000034332,-8.82999992371,9.92000007629,-10.2299995422,-8.72999954224,-9.52000045776,10.2100000381,-1.44000005722,-1.08000004292,0.0299999993294,0.330000013113,0.370000004768,0.389999985695,0.34999999404,0.289999991655,-0.0599999986589,-0.430000007153,-1.03999996185,-1.69000005722,-2.28999996185,-2.45000004768,11.1999998093,0.430000007153,7.13000011444,22.60304,-33.03961,01 30 24.73,-33 02 22.60,5.69999980927,6.0,12.8000001907,2.0,84.9000015259,59.0,40.2000007629,J0130M32,12.879846,70.8465448859,21.8878473403,9.74117059971,1.24617562519,20.8762166023
400,F19582-3833 ,1.0,300.393005371,-38.4135093689,3.0,0.0167599990964,5.0,0.071519,0.01676,3.0,3.0,0.0,0.637000024319,10.1800003052,1190.7286,28.766281,1991.1796,21.812088,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.2889995575,0.0570000000298,12.6479997635,0.0649999976158,12.1579999924,0.0560000017285,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.5,0.280000001192,8.97,0.180000007153,88.9199981689,1.0,230.990005493,5.59999990463,0.449000000954,3.0,0.442999988794,3.0,3.19199991226,3.0,6.78100013733,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,26.2000007629,1.5,0.0,0.0,0.0,0.0,0.0,-2.07999992371,-2.01999998093,-2.02999997139,0.0,0.0,-0.34999999404,-0.34999999404,1.0,3.0,3.25600004196,4.0,0.0,0.0,0.0251000002027,0.974900007248,0.0,0.0,-9.60000038147,-9.31999969482,10.5500001907,10.4399995804,-9.22000026703,-10.0100002289,10.8000001907,-0.550000011921,-0.159999996424,0.5,0.680000007153,0.689999997616,0.680000007153,0.589999973774,0.5,0.10000000149,-0.300000011921,-0.920000016689,-1.58000004292,-2.19000005722,-2.34999990463,10.5600004196,0.920000016689,7.19000005722,300.3925,-38.41222,20 01 34.20,-38 24 44.00,1.89999997616,2.0,42.5,1.79999995232,70.0,58.5999984741,38.7999992371,J2000M40,4.8557,72.6524208709,22.4308891149,10.240563051,4.1382109349,21.4193128042
401,F22420-3428 ,1.0,341.224365,-34.210728,2.0,0.0183799993247,5.0,0.032761,0.01838,3.0,2.0,0.0,0.0989999994636,10.529999733,444.88992,13.617248,821.09955,11.21118,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.388999939,0.0939999967813,13.6169996262,0.112999998033,13.1929998398,0.0839999988675,12.579000473,0.156000003219,11.7760000229,0.159999996424,11.5380001068,0.150999993086,6.53999996185,0.129999995232,6.23,0.119999997318,42.7599983215,1.0,107.75,3.01999998093,0.16099999845,1.0,0.173999994993,1.0,1.29799997807,3.0,2.11500000954,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.5,0.600000023842,0.0,0.0,0.0,0.0,0.0,-1.78999996185,-1.66999995708,-1.77999997139,0.0,0.0,-1.08000004292,-0.670000016689,1.0,2.0,0.101999998093,4.0,0.300000011921,0.699999988079,0.0,0.0,0.0,0.0,10.0900001526,10.1700000763,-8.96000003815,-10.4200000763,-8.92000007629,-9.71000003815,10.4300003052,-1.11000001431,-0.649999976158,0.109999999404,0.330000013113,0.360000014305,0.379999995232,0.330000013113,0.270000010729,-0.070000000298,-0.439999997616,-1.04999995232,-1.69000005722,-2.29999995232,-2.46000003815,11.0900001526,0.610000014305,7.23999977112,341.22487,-34.21342,22 44 53.97,-34 12 48.30,3.90000009537,4.30000019073,13.0,1.29999995232,76.5999984741,62.0999984741,32.0,J2248M36,9.807121,79.8018573713,21.9979693604,9.93130068429,1.2664320991,20.9866079088
402,F13482-3032 ,1.0,207.78755188,-30.7804851532,3.0,0.0188599992543,5.0,0.21899,0.01886,3.0,1.0,0.0,20.4780006409,9.42000007629,1292.1829,39.384563,1978.919,27.832617,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.4029998779,0.201000005007,14.5559997559,0.168999999762,13.3210000992,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.15999984741,0.0900000035763,2.5,0.0500000007451,20.8999996185,1.0,47.0800018311,1.32000005245,0.133000001311,1.0,0.180000007153,2.0,1.20799994469,3.0,2.87199997902,2.0,644.835,221.546,-12.706,194.667,-90.63,106.875,-168.387,78.9240036011,15.8999996185,1.10000002384,0.0,0.0,0.0,0.0,0.0,-2.92000007629,-2.78999996185,-2.5,0.0,0.0,-1.67999994755,-0.740000009537,1.0,3.0,5.61199998856,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-9.28999996185,-9.0,10.2399997711,9.73999977112,-8.89999961853,-9.68999958038,10.3599996567,-1.32000005245,-0.819999992847,0.0799999982119,0.270000010729,0.270000010729,0.270000010729,0.170000001788,0.0900000035763,-0.310000002384,-0.709999978542,-1.33000004292,-1.99000000954,-2.59999990463,-2.75999999046,9.94999980927,0.610000014305,6.88000011444,207.78767,-30.78333,13 51 09.04,-30 47 00.00,5.09999990463,5.0,13.1000003815,1.79999995232,84.9000015259,55.0,132.399993896,J1348M32,10.247962,81.9245058405,22.0240989598,9.92289457529,1.27636087209,21.012801143
404,F21330-3846 ,1.0,324.044067,-38.545258,2.0,0.0190600007772,5.0,0.037528,0.01906,3.0,2.0,0.0,4.19799995422,10.9300003052,292.5819,15.028098,638.452,12.569,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.079000473,0.126000002027,13.1210002899,0.127000004053,12.404999733,0.0930000022054,11.6610002518,0.0289999991655,10.7930002213,0.0309999994934,10.5,0.0460000000894,15.1999998093,0.340000003576,11.14,0.239999994636,80.1299972534,1.0,143.350006104,6.76000022888,0.280000001192,3.0,0.879999995232,3.0,5.85500001907,3.0,8.90600013733,2.0,870.136,358.337,97.259,185.218,112.656,113.65,-0.239,71.4199981689,25.6000003815,0.899999976158,0.0,0.0,0.0,0.0,0.0,-1.41999995708,-1.27999997139,-1.37000000477,0.0,0.0,-0.550000011921,-0.0500000007451,1.0,2.0,0.268000006676,4.0,0.20000000298,0.800000011921,0.0,0.0,0.0,0.0,10.6000003815,10.9099998474,-9.64999961853,-11.1000003815,-9.60999965668,-10.3999996185,11.0799999237,-0.509999990463,0.019999999553,0.769999980927,0.930000007153,0.939999997616,0.949999988079,0.889999985695,0.819999992847,0.460000008345,0.0799999982119,-0.52999997139,-1.17999994755,-1.78999996185,-1.94000005722,11.4899997711,1.29999995232,7.78000020981,324.04425,-38.54406,21 36 10.62,-38 32 38.60,1.79999995232,2.09999990463,34.5999984741,1.60000002384,70.0,47.9000015259,12.3000001907,J2140M40,4.343471,82.809529397,22.4552366956,10.617687534,3.37135708409,21.4439653873
407,F22396-3726 ,1.0,340.639038,-37.185345,2.0,0.0289699994028,5.0,0.028016,0.02897,3.0,4.0,0.0,0.019999999553,11.3800001144,83.90743,3.944422,248.46439,3.8890004,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,12.5769996643,0.0489999987185,11.9379997253,0.054999999702,11.3350000381,0.0469999983907,11.6400003433,0.0179999992251,10.9379997253,0.0219999998808,10.6829996109,0.0299999993294,21.5100002289,0.460000008345,20.87,0.409999996424,117.440002441,1.0,312.179992676,5.51000022888,0.0930000022054,2.0,0.294999986887,3.0,2.54699993134,3.0,3.81900000572,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,31.1000003815,1.0,0.0,0.0,0.0,0.0,0.0,-1.41999995708,-1.34000003338,-1.44000005722,0.0,0.0,-1.02999997139,-0.52999997139,1.0,3.0,0.105999998748,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-10.0200004578,-9.71000003815,10.9600000381,10.4399995804,-9.61999988556,-10.4200000763,11.0699996948,-1.0,-0.490000009537,0.409999996424,0.600000023842,0.610000014305,0.600000023842,0.509999990463,0.430000007153,0.0299999993294,-0.360000014305,-0.990000009537,-1.63999998569,-2.25,-2.42000007629,11.8100004196,1.33000004292,7.59999990463,340.63942,-37.18778,22 42 33.46,-37 11 16.00,2.09999990463,2.29999995232,37.2999992371,1.79999995232,76.5999984741,62.2000007629,30.2999992371,J2248M36,8.834198,126.729107065,22.8574615594,10.6257816829,3.6454065919,21.8474987242
413,F21144-3515 ,1.0,319.391937,-35.054424,2.0,0.0357399992645,5.0,0.076465,0.03574,3.0,1.0,0.0,1.33200001717,10.9300003052,64.95967,6.781073,102.72539,4.9915953,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.3599996567,0.0949999988079,13.5780000687,0.107000000775,12.9930000305,0.082000002265,13.0659999847,0.0439999997616,12.3380002975,0.0640000030398,11.8719997406,0.0610000006855,4.34000015259,0.140000000596,3.11,0.10000000149,27.0,1.0,64.0899963379,3.6400001049,0.101999998093,1.0,0.158000007272,2.0,1.01199996471,3.0,1.68400001526,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.99000000954,-1.89999997616,-1.91999995708,0.0,0.0,-1.36000001431,-0.800000011921,1.0,3.0,0.337999999523,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-9.81000041962,-9.5,10.75,10.220000267,-9.39999961853,-10.2100000381,10.8599996567,-1.39999997616,-0.889999985695,0.00999999977648,0.20000000298,0.209999993443,0.209999993443,0.119999997318,0.0399999991059,-0.360000014305,-0.75,-1.37000000477,-2.01999998093,-2.6400001049,-2.79999995232,11.5,1.12000000477,7.38999986649,319.39358,-35.05411,21 17 34.46,-35 03 14.80,4.80000019073,4.09999990463,10.5,1.39999997616,76.5999984741,49.2000007629,120.099998474,J2118M36,4.972107,157.184196024,22.4940070493,10.4119982535,1.02828894241,21.4849329218
415,F01478-3241 ,1.0,27.529943,-32.445217,2.0,0.0377999991179,5.0,0.076465,0.0378,3.0,1.0,0.0,0.689999997616,10.9600000381,67.249176,7.660015,121.63225,6.2450795,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.1490001678,0.0729999989271,13.4809999466,0.0900000035763,12.7880001068,0.0579999983311,13.125,0.0439999997616,12.3640003204,0.0529999993742,11.9479999542,0.0680000036955,4.82000017166,0.129999995232,3.69,0.109999999404,35.0099983215,1.0,131.699996948,5.32000017166,0.120999999344,1.0,0.218999996781,3.0,1.60300004482,3.0,2.93499994278,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.10000038147,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.00999999046,-1.90999996662,-1.95000004768,0.0,0.0,-1.28999996185,-0.660000026226,1.0,3.0,0.439999997616,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-10.0600004196,-9.75,11.0,10.470000267,-9.64999961853,-10.4600000381,11.1099996567,-1.20000004768,-0.689999997616,0.20000000298,0.40000000596,0.409999996424,0.409999996424,0.319999992847,0.239999994636,-0.15000000596,-0.550000011921,-1.16999995708,-1.82000005245,-2.43000006676,-2.58999991417,11.529999733,1.37000000477,7.63999986649,27.53175,-32.44533,01 50 07.62,-32 26 43.20,4.5,4.90000009537,13.0,1.5,84.9000015259,60.5,37.7000007629,J0148M32,5.504818,166.528020681,22.6369180016,10.6619081748,1.27391020072,21.6281134555
416,F06116-3802 ,1.0,93.3435058594,-38.0607337952,3.0,0.0385099984705,5.0,0.122018,0.03851,3.0,1.0,0.0,3.84100008011,10.7299995422,25.320137,7.8767347,51.536877,6.178476,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.1700000763,0.0890000015497,13.6520004272,0.149000003934,12.8400001526,0.0810000002384,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.44000005722,0.159999996424,5.0,0.10000000149,41.7400016785,1.0,72.2399978638,1.75,0.0579999983311,1.0,0.0930000022054,2.0,0.731999993324,3.0,1.75800001621,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,-2.43000006676,-2.43000006676,-2.29999995232,0.0,0.0,-1.37999999523,-1.02999997139,1.0,3.0,1.39100003242,4.0,0.0,0.0,0.0157999992371,0.984200000763,0.0,0.0,-9.90999984741,-9.60000038147,10.8500003815,10.5,-9.5,-10.3100004196,11.0100002289,-1.36000001431,-0.930000007153,-0.140000000596,0.0599999986589,0.070000000298,0.0599999986589,-0.019999999553,-0.10000000149,-0.490000009537,-0.889999985695,-1.50999999046,-2.16000008583,-2.76999998093,-2.94000005722,11.279999733,1.22000002861,7.48999977112,93.34142,-38.06083,06 13 21.94,-38 03 39.00,4.30000019073,3.59999990463,10.1999998093,1.29999995232,70.0,48.0999984741,63.5999984741,J0620M40,5.922474,169.756770503,22.5482543568,10.3381652861,0.999743195168,21.5395426658
417,F21001-3807 ,0.0,315.834747314,-37.9219551086,3.0,0.0406799986959,2.0,0.1324,0.04068,3.0,1.0,0.0,2.30599999428,10.5500001907,104.43088,9.09878,166.90305,6.0410795,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.3199996948,0.0949999988079,13.5810003281,0.11400000006,12.9329996109,0.0680000036955,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.51000022888,0.129999995232,4.79,0.10000000149,53.6300010681,1.0,134.279998779,3.0,0.134000003338,1.0,0.225999996066,1.0,1.23300004005,3.0,2.14100003242,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.19999980927,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.49000000954,-2.40000009537,-2.33999991417,0.0,0.0,-1.26999998093,-0.759999990463,1.0,2.0,0.615000009537,4.0,0.20000000298,0.800000011921,0.0,0.0,0.0,0.0,10.6199998856,10.8999996185,-9.64999961853,-11.0799999237,-9.60000038147,-10.4200000763,11.0900001526,-1.19000005722,-0.660000026226,0.0900000035763,0.259999990463,0.280000001192,0.280000001192,0.239999994636,0.170000001788,-0.180000007153,-0.560000002384,-1.15999996662,-1.80999994278,-2.42000007629,-2.56999993324,11.1000003815,1.29999995232,7.80000019073,315.83471,-37.92275,21 03 20.33,-37 55 21.90,2.59999990463,3.29999995232,14.6000003815,1.20000004768,75.8000030518,51.4000015259,18.0,J2100M40,2.86357,179.623414501,22.7530787615,10.6136889862,1.43193927022,21.744650495
426,F01469-3352 ,0.0,27.2978458405,-33.6285057068,3.0,0.0510799996555,2.0,0.30017,0.05108,3.0,1.0,0.0,109.649002075,9.97000026703,19.242092,5.6403203,32.52888,5.2443585,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,16.0960006714,0.126000002027,13.8970003128,-99.0,13.2810001373,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.21000003815,0.0599999986589,1.71,0.0500000007451,13.1599998474,1.0,22.3299999237,1.82000005245,0.082999996841,1.0,0.143000006676,1.0,0.666999995708,3.0,2.23399996758,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.5,1.20000004768,0.0,0.0,0.0,0.0,0.0,-3.20000004768,-2.51999998093,-2.48000001907,0.0,0.0,-1.87999999523,-1.53999996185,1.0,3.0,13.5620002747,4.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.89999961853,-9.56999969482,10.8299999237,-10.9300003052,-9.47000026703,-10.2899999619,10.8299999237,-2.42000007629,-1.37999999523,-0.180000007153,0.0399999991059,0.0500000007451,0.0399999991059,-0.0299999993294,-0.119999997318,-0.5,-0.889999985695,-1.50999999046,-2.17000007629,-2.77999997139,-2.94000005722,10.4799995422,1.20000004768,7.46999979019,27.29842,-33.62833,01 49 11.62,-33 37 42.00,4.5,5.0,16.5,2.0,84.9000015259,62.4000015259,144.600006104,J0148M32,1.833619,227.165078572,23.0101670805,10.5508089698,1.62333534265,22.0030913827
