,FSCNAME,stellar_flag,RA_recom,DEC_recom,FLAG_POSITION,zspec,zspecflag,zphot,z,n91,j2,av1,err1,alb,FLUX_FUV,FLUXERR_FUV,FLUX_NUV,FLUXERR_NUV,umag,umagerr,gmag,gmagerr,rmag,rmagerr,imag,imagerr,zmag,zmagerr,jmag,jmagerr,hmag,hmagerr,kmag,kmagerr,am61,am61err,am_71,am71err,am81,am81err,WISE_S34,WISE_errS34,WISE_S46,WISE_errS46,WISE_S12,WISE_errS12,WISE_S22,WISE_errS22,IRAS_S12,IRAS_NQ1,IRAS_S25,IRAS_NQ2,IRAS_S60,IRAS_NQ3,IRAS_S100,IRAS_NQ4,Planck_S857,Planck_errS857,Planck_S545,Planck_errS545,Planck_S353,Planck_errS353,Planck_S217,Planck_errS217,FINT,EFINT,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f12,f25,nzflag,nirtem,errir3,nex,alp1,alp2,alp3,alp4,alp5,alp6,alcirr,alsb,ala220,alagn,alysb,alosb,alir,als12,als25,als60,als90,als100,als110,als140,als160,als250,als350,als550,als850,als1250,als1380,alm,sfr,almd,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,e_RAs,e_DEs,Sp,e_Sp,MajAxis,MinAxis,PA,Mosaic,angDist,Distance,L_843,L_60um,35GHz,L_35GHz
1300,F18318-6718 ,1.0,279.2435,-67.274185,2.0,0.0341200008988,5.0,0.056818,0.03412,3.0,2.0,0.0,3.13400006294,11.1000003815,118.44072,12.429759,153.40901,9.46388,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.1599998474,0.082999996841,13.3109998703,0.104999996722,12.7770004272,0.070000000298,12.545999527,0.0419999994338,11.779999733,0.054999999702,11.343000412,0.0520000010729,7.17000007629,0.140000000596,5.04,0.10000000149,32.4300003052,1.0,113.870002747,2.86999988556,0.109999999404,1.0,0.181999996305,3.0,1.07099997997,3.0,3.69600009918,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77999997139,-1.67999994755,-1.70000004768,0.0,0.0,-1.23000001907,-0.740000009537,1.0,2.0,0.0299999993294,3.0,0.20000000298,0.800000011921,0.0,0.0,0.0,0.0,10.3900003433,10.6899995804,-9.43000030518,-10.8699998856,-9.39000034332,-10.1899995804,10.8699998856,-1.25,-0.72000002861,0.0299999993294,0.20000000298,0.209999993443,0.219999998808,0.170000001788,0.10000000149,-0.25,-0.629999995232,-1.24000000954,-1.87999999523,-2.49000000954,-2.65000009537,11.6499996185,1.08000004292,7.57000017166,279.24421,-67.27547,18 36 58.61,-67 16 31.70,4.5,4.30000019073,8.39999961853,1.20000004768,51.7999992371,48.2000007629,68.9000015259,J1836M68,4.730207,149.861330747,22.3556584401,10.3951686322,0.822229114603,21.3463720203
1306,F19573-3240 ,1.0,300.139069,-32.542534,2.0,0.0337099991739,5.0,0.086426,0.03371,3.0,2.0,0.0,2.34100008011,10.6899995804,30.101646,5.691658,35.540855,4.1175847,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.4770002365,0.0710000023246,13.579000473,0.0670000016689,12.9779996872,0.0560000017285,13.529999733,0.0489999987185,12.7100000381,0.0520000010729,12.2700004578,0.0649999976158,3.50999999046,0.109999999404,2.56,0.0799999982119,18.0900001526,1.0,55.8199996948,3.27999997139,0.148000001907,1.0,0.203999996185,2.0,0.959999978542,3.0,1.33399999142,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.69999980927,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.17000007629,-2.04999995232,-2.06999993324,0.0,0.0,-1.59000003338,-0.689999997616,1.0,2.0,1.87800002098,4.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.72999954224,10.7299995422,-9.36999988556,-10.8100004196,-9.32999992371,-10.1300001144,10.7299995422,-1.40999996662,-0.740000009537,-0.019999999553,0.0,-0.019999999553,-0.0599999986589,-0.20000000298,-0.310000002384,-0.759999990463,-1.19000005722,-1.84000003338,-2.5,-3.13000011444,-3.28999996185,11.2299995422,1.02999997139,6.76999998093,300.13792,-32.54228,20 00 33.10,-32 32 32.20,5.30000019073,3.20000004768,11.0,1.5,84.9000015259,45.0,89.4000015259,J2006M32,3.604859,148.011519304,22.461983716,10.3368622565,1.07659536533,21.452643539
1312,F21553-3432 ,1.0,329.57663,-34.307838,2.0,0.0350599996746,5.0,0.047129,0.03506,3.0,3.0,0.0,0.00600000005215,11.0799999237,641.3828,19.62772,943.4346,14.335028,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.670999527,0.0480000004172,12.9110002518,0.0480000004172,12.7189998627,0.0579999983311,12.720000267,0.0370000004768,12.0380001068,0.0399999991059,11.670999527,0.0509999990463,6.44000005722,0.140000000596,4.16,0.0900000035763,33.1300010681,1.0,68.3600006104,1.78999996185,0.111000001431,1.0,0.150999993086,2.0,0.805999994278,3.0,1.31900000572,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.6999998093,0.600000023842,0.0,0.0,0.0,0.0,0.0,-1.85000002384,-1.77999997139,-1.84000003338,0.0,0.0,-1.33000004292,-0.819999992847,1.0,2.0,0.116999998689,4.0,0.20000000298,0.800000011921,0.0,0.0,0.0,0.0,10.3000001907,10.5900001526,-9.32999992371,-10.7700004578,-9.28999996185,-10.0900001526,10.7700004578,-1.37000000477,-0.850000023842,-0.0900000035763,0.070000000298,0.0900000035763,0.10000000149,0.0399999991059,-0.019999999553,-0.370000004768,-0.75,-1.36000001431,-2.0,-2.6099998951,-2.76999998093,11.470000267,0.980000019073,7.48000001907,329.57754,-34.30686,21 58 18.61,-34 18 24.70,3.20000004768,2.90000009537,14.6000003815,1.29999995232,76.5999984741,49.7000007629,120.900001526,J2154M36,4.440586,154.107699247,22.6200015394,10.2959837121,1.42951809339,21.61083833
1315,F22069-3809 ,1.0,332.469177,-37.918434,2.0,0.0353499986231,5.0,0.023293,0.03535,3.0,6.0,0.0,0.228000000119,11.6700000763,410.34534,13.46494,887.5243,10.903775,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.1999998093,0.0670000016689,12.5640001297,0.0689999982715,12.0480003357,0.0590000003576,11.751999855,0.0270000007004,11.1560001373,0.0439999997616,10.7709999084,0.0410000011325,13.7100000381,0.289999991655,9.24,0.170000001788,83.9800033569,1.0,179.13999939,4.51000022888,0.145999997854,3.0,0.203999996185,2.0,1.80700004101,3.0,2.93099999428,2.0,497.93,184.0,-46.192,147.665,-85.213,87.082,-79.601,72.1169967651,16.7999992371,0.699999988079,0.0,0.0,0.0,0.0,0.0,-1.46000003815,-1.42999994755,-1.48000001907,0.0,0.0,-0.829999983311,-0.689999997616,1.0,3.0,1.43599998951,4.0,0.0,0.0,0.0157999992371,0.984200000763,0.0,0.0,-10.0500001907,-9.73999977112,10.9899997711,10.6499996185,-9.64999961853,-10.4499998093,11.1499996185,-0.97000002861,-0.52999997139,0.259999990463,0.449999988079,0.460000008345,0.449999988079,0.370000004768,0.280000001192,-0.109999999404,-0.5,-1.12000000477,-1.77999997139,-2.3900001049,-2.54999995232,11.6899995804,1.36000001431,7.63000011444,332.46896,-37.91928,22 09 52.55,-37 55 09.40,1.89999997616,1.79999995232,27.3999996185,1.20000004768,70.0999984741,45.0,90.6999969482,J2220M40,3.107326,155.419252894,22.9007601971,10.6539677963,2.68302883431,21.8916349739
1316,F06024-6008 ,0.0,90.780655,-60.146996,2.0,0.0355600006878,2.0,0.047129,0.03556,3.0,1.0,0.0,0.0289999991655,10.8400001526,26.823536,5.6511607,57.0824,4.610081,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.2919998169,0.0630000010133,13.4890003204,0.0599999986589,12.9180002213,0.0560000017285,13.2880001068,0.0590000003576,12.5780000687,0.0740000009537,12.2569999695,0.101999998093,4.76000022888,0.10000000149,3.58,0.070000000298,29.7199993134,1.0,105.199996948,1.96000003815,0.123999997973,1.0,0.131999999285,3.0,0.944999992847,3.0,1.79299998283,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07999992371,-2.0,-2.06999993324,0.0,0.0,-1.36000001431,-0.879999995232,1.0,3.0,0.361000001431,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-9.77999973297,-9.47000026703,10.7100000381,10.1899995804,-9.36999988556,-10.1800003052,10.8299999237,-1.42999994755,-0.920000016689,-0.019999999553,0.170000001788,0.180000007153,0.180000007153,0.0900000035763,0.00999999977648,-0.389999985695,-0.77999997139,-1.39999997616,-2.04999995232,-2.67000007629,-2.82999992371,11.4200000763,1.08000004292,7.34999990463,90.7785,-60.14733,06 03 06.84,-60 08 50.40,6.0,5.69999980927,6.30000019073,1.29999995232,52.0,46.2000007629,62.2000007629,J0600M60,4.044593,156.369454986,22.267644395,10.3777356502,0.616939893588,21.2585466992
1317,F19473-4958 ,1.0,297.757111,-49.854046,2.0,0.0355999991298,5.0,0.081434,0.0356,3.0,1.0,0.0,0.0529999993742,10.8500003815,93.5333,7.7154374,161.45166,5.77038,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.0649995804,0.0630000010133,13.236000061,0.0839999988675,12.6339998245,0.0489999987185,13.2569999695,0.0520000010729,12.5520000458,0.0590000003576,12.1470003128,0.0640000030398,6.65999984741,0.209999993443,5.13,0.15000000596,59.5099983215,1.0,132.559997559,6.88999986649,0.127000004053,1.0,0.219999998808,2.0,1.64100003242,3.0,3.12700009346,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.05999994278,-1.99000000954,-2.02999997139,0.0,0.0,-1.09000003338,-0.649999976158,1.0,3.0,0.481999993324,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-10.0200004578,-9.71000003815,10.9499998093,10.4300003052,-9.60999965668,-10.4200000763,11.0699996948,-1.19000005722,-0.680000007153,0.219999998808,0.409999996424,0.419999986887,0.419999986887,0.330000013113,0.25,-0.15000000596,-0.540000021458,-1.15999996662,-1.80999994278,-2.43000006676,-2.58999991417,11.4200000763,1.32000005245,7.59000015259,297.757,-49.85464,19 51 01.68,-49 51 16.70,2.09999990463,2.29999995232,24.2999992371,1.29999995232,60.5999984741,51.7999992371,33.0999984741,J2000M48,2.153864,156.550479273,22.8549150713,10.6184173927,2.37965386314,21.8458225936
1323,F01050-3305 ,1.0,16.847548,-32.828999,2.0,0.0358100011945,5.0,0.061696,0.03581,3.0,3.0,0.0,7.67100000381,11.0100002289,43.903225,6.1283603,87.61657,4.930768,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.6999998093,0.0590000003576,12.8549995422,0.0710000023246,12.2370004654,0.0520000010729,12.9029998779,0.0390000008047,12.1700000763,0.0460000000894,11.611000061,0.0480000004172,10.4300003052,0.239999994636,8.48,0.15000000596,86.9000015259,1.0,285.230010986,4.5,0.122000001371,2.0,0.446999996901,3.0,3.22099995613,3.0,5.33199977875,2.0,863.315,665.858,239.362,274.123,-2.23,109.886,-3.919,85.1900024414,24.8999996185,1.39999997616,0.0,0.0,0.0,0.0,0.0,-1.91999995708,-1.83000004292,-1.80999994278,0.0,0.0,-0.910000026226,-0.34999999404,1.0,3.0,0.0759999975562,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-10.3100004196,-10.0,11.25,10.7299995422,-9.90999984741,-10.720000267,11.3599996567,-0.889999985695,-0.389999985695,0.509999990463,0.709999978542,0.709999978542,0.709999978542,0.620000004768,0.540000021458,0.15000000596,-0.25,-0.870000004768,-1.51999998093,-2.13000011444,-2.29999995232,11.3999996185,1.62000000477,7.88999986649,16.84633,-32.82892,01 07 23.12,-32 49 44.10,2.70000004768,2.09999990463,22.2000007629,1.5,84.9000015259,45.0,88.6999969482,J0112M32,3.695475,157.501124932,22.820920322,10.916558039,2.17414258963,21.8118553436
1324,F18432-6024 ,1.0,281.938751,-60.348186,2.0,0.0358400009573,5.0,0.047129,0.03584,3.0,1.0,0.0,0.0340000018477,11.3599996567,282.69543,17.031618,455.86603,12.100029,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.8760004044,0.120999999344,12.9200000763,0.144999995828,12.392999649,0.0930000022054,12.0050001144,0.0289999991655,11.2869997025,0.0359999984503,10.9879999161,0.0430000014603,15.9899997711,0.330000013113,11.78,0.209999993443,98.4000015259,1.0,310.739990234,5.48999977112,0.122000001371,2.0,0.437999993563,3.0,2.96000003815,3.0,5.14099979401,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.55999994278,-1.48000001907,-1.55999994278,0.0,0.0,-0.910000026226,-0.34999999404,1.0,3.0,0.209999993443,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-10.279999733,-9.97000026703,11.220000267,10.6899995804,-9.86999988556,-10.6800003052,11.3299999237,-0.930000007153,-0.430000007153,0.469999998808,0.670000016689,0.680000007153,0.670000016689,0.589999973774,0.5,0.109999999404,-0.280000001192,-0.899999976158,-1.55999994278,-2.17000007629,-2.32999992371,11.9399995804,1.59000003338,7.86000013351,281.94046,-60.34867,18 47 45.71,-60 20 55.20,1.60000002384,1.79999995232,58.2000007629,2.0,52.0,45.0,90.0,J1900M60,3.507181,157.636959461,23.2402390965,10.8806078157,5.69983066158,22.2311780522
1329,F03360-6716 ,0.0,54.116268,-67.115929,2.0,0.0361099988222,2.0,0.09144,0.03611,3.0,2.0,0.0,17.1140003204,10.7100000381,5.852639,5.2262836,21.6889,4.188756,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.8439998627,0.0939999967813,13.779999733,0.108999997377,13.1459999084,0.0729999989271,13.6040000916,0.054999999702,12.6780004501,0.0560000017285,12.0989999771,0.0670000016689,4.03000020981,0.109999999404,3.22,0.0799999982119,23.9799995422,1.0,44.75,1.98000001907,0.0839999988675,1.0,0.0930000022054,1.0,0.93599998951,3.0,1.94799995422,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.20000004768,-2.03999996185,-2.00999999046,0.0,0.0,-1.41999995708,-1.11000001431,1.0,3.0,0.187999993563,4.0,0.300000011921,0.0,0.0,0.699999988079,0.0,0.0,10.5600004196,-9.47999954224,10.5699996948,-10.8599996567,-9.38000011444,-10.1899995804,10.8699998856,-1.48000001907,-1.12999999523,-0.0299999993294,0.289999991655,0.330000013113,0.34999999404,0.319999992847,0.259999990463,-0.070000000298,-0.439999997616,-1.03999996185,-1.69000005722,-2.29999995232,-2.45000004768,11.25,1.08000004292,7.80000019073,54.11504,-67.11683,03 36 27.61,-67 07 00.60,2.40000009537,2.40000009537,12.3000001907,0.899999976158,48.5,45.0,88.0999984741,J0336M68,3.670989,158.859812395,22.5719332207,10.3873039345,1.20470145713,21.5629075263
1331,F20575-5250 ,1.0,315.295135,-52.639706,2.0,0.0361899994314,5.0,0.023293,0.03619,3.0,2.0,0.0,0.190999999642,10.7100000381,44.82815,5.6745906,112.26465,4.9289393,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.079000473,0.0419999994338,13.375,0.0579999983311,12.9510002136,0.0399999991059,13.6129999161,0.0480000004172,12.8459997177,0.0610000006855,12.6199998856,0.0740000009537,4.05999994278,0.0900000035763,3.02,0.0599999986589,30.1599998474,1.0,96.7399978638,2.44000005722,0.0949999988079,1.0,0.112000003457,2.0,0.790000021458,3.0,1.1629999876,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.21000003815,-2.09999990463,-2.21000003815,0.0,0.0,-1.44000005722,-0.949999988079,1.0,3.0,0.252000004053,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-9.71000003815,-9.39999961853,10.6499996185,10.1300001144,-9.31000041962,-10.1099996567,10.7600002289,-1.5,-1.0,-0.10000000149,0.10000000149,0.10000000149,0.10000000149,0.00999999977648,-0.070000000298,-0.460000008345,-0.860000014305,-1.48000001907,-2.13000011444,-2.74000000954,-2.91000008583,11.2700004578,1.01999998093,7.28999996185,315.28967,-52.64108,21 01 09.52,-52 38 27.90,4.0,4.80000019073,6.90000009537,0.899999976158,65.5,50.2000007629,22.0,J2112M52,12.922633,159.222263097,22.3228566706,10.315634688,0.675824432699,21.3138414734
1332,F04039-5414 ,1.0,61.280155,-54.104759,2.0,0.0362999998033,5.0,0.037528,0.0363,3.0,6.0,0.0,3.62599992752,11.279999733,9.164275,3.8359766,54.233036,4.3823476,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.8520002365,0.0509999990463,13.0970001221,0.054999999702,12.6470003128,0.0500000007451,12.779999733,0.0460000000894,12.3109998703,0.0680000036955,11.7489995956,0.0680000036955,5.76000022888,0.119999997318,4.04,0.0799999982119,28.8799991608,1.0,134.899993896,2.38000011444,0.0670000016689,1.0,0.156000003219,3.0,1.15600001812,3.0,1.75199997425,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87000000477,-1.88999998569,-1.87000000477,0.0,0.0,-1.37000000477,-0.800000011921,1.0,3.0,0.0799999982119,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-9.88000011444,-9.56999969482,10.8199996948,10.2899999619,-9.47000026703,-10.279999733,10.9300003052,-1.34000003338,-0.839999973774,0.0599999986589,0.259999990463,0.270000010729,0.259999990463,0.180000007153,0.0900000035763,-0.300000011921,-0.689999997616,-1.30999994278,-1.97000002861,-2.57999992371,-2.74000000954,11.2899999619,1.19000005722,7.46000003815,61.27833,-54.10511,04 05 06.80,-54 06 18.40,3.90000009537,3.40000009537,8.0,1.0,57.0999984741,45.2999992371,99.8000030518,J0400M52,4.053967,159.720718994,22.3898125207,10.483680354,0.783590532218,21.380811693
1335,F06518-6744 ,1.0,102.943642,-67.803505,2.0,0.0357900001109,5.0,0.004616,0.03579,3.0,1.0,0.0,0.307000011206,10.8900003433,50.32506,8.753982,122.710884,6.8230305,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.5570001602,0.0900000035763,13.8540000916,0.123999997973,13.1770000458,0.070000000298,13.1789999008,0.0450000017881,12.4460000992,0.0570000000298,12.3140001297,0.097000002861,4.84999990463,0.10000000149,3.61,0.070000000298,32.9199981689,1.0,108.040000916,2.21000003815,0.0680000036955,1.0,0.123000003397,3.0,0.85900002718,3.0,1.24000000954,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02999997139,-1.94000005722,-2.08999991417,0.0,0.0,-1.25999999046,-0.910000026226,1.0,3.0,0.196999996901,4.0,0.0,0.0,0.0157999992371,0.984200000763,0.0,0.0,-9.73999977112,-9.43000030518,10.6700000763,10.3400001526,-9.32999992371,-10.1400003433,10.8400001526,-1.28999996185,-0.860000014305,-0.070000000298,0.129999995232,0.140000000596,0.129999995232,0.0500000007451,-0.0399999991059,-0.430000007153,-0.819999992847,-1.44000005722,-2.09999990463,-2.71000003815,-2.86999988556,11.4799995422,1.03999996185,7.30999994278,102.93954,-67.80519,06 51 45.49,-67 48 18.70,3.40000009537,4.0,7.80000019073,1.0,55.0,45.2999992371,160.300003052,J0636M68,8.241194,157.410567181,22.3661623844,10.3420609451,0.763883322144,21.3570947957
1342,F19167-6024 ,1.0,290.288116,-60.320801,2.0,0.0375300012529,5.0,0.061696,0.03753,3.0,3.0,0.0,0.330000013113,11.0399999619,54.580677,5.1707897,116.25335,4.396118,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.2709999084,0.0659999996424,13.2760000229,0.0619999989867,12.7740001678,0.054999999702,12.9469995499,0.0509999990463,12.2939996719,0.0740000009537,11.8389997482,0.0649999976158,6.36000013351,0.140000000596,4.88,0.0900000035763,46.9700012207,1.0,152.190002441,3.11999988556,0.097000002861,1.0,0.185000002384,3.0,1.51800000668,3.0,2.22499990463,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94000005722,-1.87999999523,-1.89999997616,0.0,0.0,-1.11000001431,-0.730000019073,1.0,3.0,0.430000007153,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-10.029999733,-9.72000026703,10.970000267,10.4399995804,-9.61999988556,-10.4300003052,11.0799999237,-1.22000002861,-0.72000002861,0.180000007153,0.379999995232,0.389999985695,0.379999995232,0.300000011921,0.209999993443,-0.180000007153,-0.569999992847,-1.19000005722,-1.84000003338,-2.46000003815,-2.61999988556,11.4300003052,1.34000003338,7.61000013351,290.28925,-60.32039,19 21 09.42,-60 19 13.40,2.0,2.09999990463,18.2000007629,1.0,52.0,46.7000007629,124.300003052,J1930M60,2.505038,165.301312595,22.7766240101,10.6318243778,1.78332934391,21.7677841601
1343,F00042-5521 ,1.0,1.69888,-55.074184,2.0,0.0369400009513,5.0,0.037528,0.03694,3.0,3.0,0.0,0.0010000000475,10.6999998093,30.489843,4.3472805,52.898182,3.7077816,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.5120000839,0.0719999969006,13.6479997635,0.0750000029802,13.2010002136,0.054999999702,13.7449998856,0.0630000010133,13.0649995804,0.0780000016093,12.7060003281,0.101999998093,3.92000007629,0.0900000035763,2.78,0.0599999986589,25.4599990845,1.0,69.8899993896,1.62999999523,0.0890000015497,1.0,0.136000007391,2.0,0.771000027657,3.0,1.40600001812,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.25999999046,-2.19000005722,-2.25,0.0,0.0,-1.47000002861,-0.860000014305,1.0,2.0,0.0419999994338,3.0,0.10000000149,0.899999976158,0.0,0.0,0.0,0.0,10.029999733,10.6700000763,-9.35999965668,-10.7899999619,-9.31000041962,-10.1199998856,10.7600002289,-1.45000004768,-0.850000023842,-0.109999999404,-0.00999999977648,-0.00999999977648,-0.019999999553,-0.10000000149,-0.189999997616,-0.560000002384,-0.949999988079,-1.57000005245,-2.22000002861,-2.82999992371,-2.99000000954,11.0900001526,1.00999999046,7.28000020981,1.69683,-55.07569,00 06 47.24,-55 04 32.50,3.59999990463,5.0,7.09999990463,0.899999976158,79.6999969482,47.2999992371,22.7000007629,J0000M56,6.873506,162.622849145,22.3536214828,10.3234175249,0.695570737013,21.344704434
1346,F21138-6642 ,1.0,319.536713,-66.504959,2.0,0.036669999361,5.0,0.056818,0.03667,3.0,3.0,0.0,0.123000003397,10.8699998856,51.632324,6.498831,81.52034,4.910146,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.3800001144,0.0750000029802,13.6219997406,0.0930000022054,12.9619998932,0.0590000003576,13.3039999008,0.0480000004172,12.6540002823,0.0630000010133,12.2460002899,0.0790000036359,5.32999992371,0.119999997318,4.27,0.10000000149,22.1100006104,1.0,74.1299972534,3.56999993324,0.0900000035763,1.0,0.119000002742,2.0,0.660000026226,3.0,0.871999979019,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07999992371,-2.02999997139,-2.06999993324,0.0,0.0,-1.48000001907,-0.920000016689,1.0,2.0,0.0480000004172,4.0,0.10000000149,0.899999976158,0.0,0.0,0.0,0.0,9.94999980927,10.5900001526,-9.28999996185,-10.720000267,-9.23999977112,-10.0500001907,10.6800003052,-1.50999999046,-0.920000016689,-0.180000007153,-0.0799999982119,-0.0799999982119,-0.0900000035763,-0.170000001788,-0.25,-0.629999995232,-1.01999998093,-1.63999998569,-2.28999996185,-2.90000009537,-3.05999994278,11.2600002289,0.930000007153,7.19999980927,319.54129,-66.50381,21 18 09.91,-66 30 13.70,4.19999980927,4.30000019073,6.19999980927,0.899999976158,48.5,46.2999992371,124.300003052,J2100M68,7.762927,161.398085954,22.2881884294,10.2493407129,0.607350371137,21.2792360613
1347,F19102-7714 ,1.0,289.368134,-77.151566,2.0,0.0372000001371,5.0,0.009253,0.0372,3.0,1.0,0.0,0.398999989033,10.4799995422,246.21707,13.361248,275.6992,7.954647,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.2239999771,0.0860000029206,14.579000473,0.123999997973,14.248000145,0.0989999994636,14.2729997635,0.0750000029802,13.5229997635,0.0930000022054,13.4250001907,0.142000004649,2.57999992371,0.0599999986589,2.35,0.0500000007451,25.8299999237,1.0,146.550003052,3.1400001049,0.0689999982715,1.0,0.159999996424,3.0,0.940999984741,3.0,1.25300002098,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.47000002861,-2.36999988556,-2.53999996185,0.0,0.0,-1.42999994755,-0.790000021458,1.0,2.0,0.237000003457,4.0,0.10000000149,0.899999976158,0.0,0.0,0.0,0.0,10.1199998856,10.7600002289,-9.46000003815,-10.8800001144,-9.40999984741,-10.220000267,10.8500003815,-1.36000001431,-0.759999990463,-0.0299999993294,0.070000000298,0.0799999982119,0.0599999986589,-0.019999999553,-0.10000000149,-0.479999989271,-0.870000004768,-1.48000001907,-2.13000011444,-2.75,-2.90000009537,11.0699996948,1.10000002384,7.36999988556,289.369,-77.15119,19 17 28.56,-77 09 04.30,2.79999995232,2.90000009537,10.5,1.0,46.4000015259,45.0999984741,156.199996948,J1845M76,1.520812,163.802822217,22.5298320534,10.4162323766,1.0287415441,21.5209490387
